iter	Passed	Remaining
23208	91569	697510
23209	91573	697510
23210	91579	697517
23211	91582	697512
23212	91586	697506
23213	91589	697498
23214	91593	697491
23215	91598	697493
23216	91601	697488
23217	91605	697481
23218	91609	697474
23219	91613	697474
23220	91618	697478
23221	91622	697474
23222	91626	697470
23223	91631	697474
23224	91635	697470
23225	91639	697467
23226	91643	697464
23227	91647	697464
23228	91651	697459
23229	91656	697460
23230	91662	697469
23231	91665	697463
23232	91669	697456
23233	91672	697449
23234	91676	697443
23235	91681	697444
23236	91685	697440
23237	91688	697436
23238	91692	697429
23239	91696	697427
23240	91701	697426
23241	91704	697419
23242	91708	697412
23243	91712	697412
23244	91717	697414
23245	91721	697411
23246	91725	697407
23247	91730	697410
23248	91734	697411
23249	91739	697412
23250	91744	697421
23251	91748	697416
23252	91752	697413
23253	91756	697408
23254	91761	697409
23255	91765	697404
23256	91768	697398
23257	91772	697392
23258	91776	697390
23259	91781	697389
23260	91784	697386
23261	91788	697381
23262	91792	697378
23263	91798	697383
23264	91802	697380
23265	91806	697376
23266	91810	697373
23267	91813	697368
23268	91817	697360
23269	91821	697357
23270	91826	697362
23271	91831	697366
23272	91836	697366
23273	91840	697367
23274	91845	697370
23275	91849	697364
23276	91853	697361
23277	91856	697353
23278	91860	697350
23279	91864	697343
23280	91868	697339
23281	91871	697332
23282	91876	697333
23283	91880	697333
23284	91885	697332
23285	91889	697329
23286	91894	697333
23287	91897	697328
23288	91901	697321
23289	91905	697315
23290	91908	697309
23291	91913	697307
23292	91916	697301
23293	91920	697295
23294	91924	697290
23295	91928	697291
23296	91933	697293
23297	91937	697291
23298	91941	697285
23299	91945	697285
23300	91949	697280
23301	91953	697273
23302	91956	697266
23303	91960	697264
23304	91964	697257
23305	91969	697257
23306	91972	697251
23307	91976	697249
23308	91980	697243
23309	91984	697238
23310	91988	697232
23311	91992	697229
23312	91996	697225
23313	91999	697219
23314	92003	697214
23315	92007	697213
23316	92013	697219
23317	92016	697212
23318	92020	697206
23319	92024	697201
23320	92028	697200
23321	92032	697193
23322	92036	697189
23323	92039	697184
23324	92044	697184
23325	92048	697179
23326	92052	697175
23327	92055	697168
23328	92059	697166
23329	92063	697159
23330	92067	697155
23331	92070	697147
23332	92075	697148
23333	92079	697143
23334	92082	697138
23335	92086	697131
23336	92089	697123
23337	92094	697127
23338	92098	697121
23339	92102	697115
23340	92106	697114
23341	92110	697107
23342	92113	697099
23343	92116	697092
23344	92121	697095
23345	92125	697091
23346	92129	697084
23347	92132	697078
23348	92137	697078
23349	92141	697073
23350	92144	697067
23351	92148	697061
23352	92152	697058
23353	92156	697051
23354	92159	697045
23355	92164	697042
23356	92167	697038
23357	92172	697037
23358	92175	697031
23359	92179	697024
23360	92183	697018
23361	92187	697017
23362	92191	697012
23363	92195	697008
23364	92198	697002
23365	92204	697010
23366	92208	697005
23367	92211	696999
23368	92215	696991
23369	92219	696989
23370	92224	696989
23371	92227	696984
23372	92231	696980
23373	92236	696984
23374	92240	696981
23375	92244	696978
23376	92248	696971
23377	92252	696969
23378	92256	696963
23379	92260	696958
23380	92263	696953
23381	92268	696955
23382	92272	696948
23383	92275	696942
23384	92279	696935
23385	92283	696929
23386	92287	696929
23387	92291	696924
23388	92296	696926
23389	92301	696933
23390	92306	696933
23391	92309	696928
23392	92313	696920
23393	92316	696914
23394	92321	696913
23395	92324	696908
23396	92328	696900
23397	92332	696894
23398	92337	696897
23399	92340	696891
23400	92344	696885
23401	92347	696877
23402	92351	696875
23403	92355	696870
23404	92359	696863
23405	92362	696856
23406	92367	696859
23407	92371	696854
23408	92375	696847
23409	92378	696841
23410	92382	696837
23411	92387	696837
23412	92391	696834
23413	92394	696827
23414	92398	696823
23415	92402	696822
23416	92406	696815
23417	92410	696813
23418	92414	696810
23419	92420	696816
23420	92424	696815
23421	92428	696810
23422	92431	696803
23423	92436	696803
23424	92439	696796
23425	92444	696801
23426	92448	696795
23427	92453	696799
23428	92458	696801
23429	92463	696804
23430	92468	696809
23431	92471	696802
23432	92476	696801
23433	92480	696796
23434	92484	696796
23435	92488	696795
23436	92492	696789
23437	92496	696784
23438	92500	696782
23439	92504	696776
23440	92509	696781
23441	92512	696775
23442	92517	696774
23443	92520	696766
23444	92524	696759
23445	92528	696754
23446	92531	696748
23447	92536	696749
23448	92539	696742
23449	92544	696743
23450	92548	696737
23451	92552	696735
23452	92556	696729
23453	92559	696724
23454	92563	696718
23455	92567	696717
23456	92571	696710
23457	92575	696705
23458	92578	696698
23459	92583	696697
23460	92587	696693
23461	92590	696685
23462	92593	696678
23463	92597	696671
23464	92602	696673
23465	92605	696668
23466	92609	696661
23467	92613	696654
23468	92618	696658
23469	92621	696651
23470	92625	696645
23471	92628	696638
23472	92633	696635
23473	92636	696630
23474	92640	696623
23475	92643	696616
23476	92647	696609
23477	92651	696607
23478	92655	696600
23479	92659	696598
23480	92663	696592
23481	92667	696591
23482	92670	696584
23483	92674	696580
23484	92678	696573
23485	92682	696571
23486	92686	696564
23487	92690	696563
23488	92694	696557
23489	92697	696550
23490	92703	696559
23491	92707	696554
23492	92710	696547
23493	92715	696546
23494	92718	696541
23495	92722	696535
23496	92726	696534
23497	92730	696527
23498	92735	696531
23499	92738	696524
23500	92743	696525
23501	92748	696529
23502	92752	696523
23503	92756	696523
23504	92761	696522
23505	92766	696526
23506	92769	696521
23507	92773	696514
23508	92776	696507
23509	92780	696500
23510	92784	696499
23511	92788	696492
23512	92791	696486
23513	92795	696479
23514	92800	696486
23515	92805	696489
23516	92810	696488
23517	92815	696496
23518	92820	696498
23519	92824	696498
23520	92828	696495
23521	92833	696493
23522	92836	696486
23523	92840	696483
23524	92844	696478
23525	92848	696476
23526	92852	696470
23527	92856	696464
23528	92859	696458
23529	92864	696457
23530	92867	696451
23531	92871	696445
23532	92875	696438
23533	92878	696432
23534	92883	696435
23535	92887	696429
23536	92890	696422
23537	92894	696415
23538	92898	696416
23539	92902	696409
23540	92906	696402
23541	92909	696396
23542	92914	696398
23543	92918	696394
23544	92922	696390
23545	92925	696383
23546	92930	696382
23547	92933	696375
23548	92937	696368
23549	92940	696361
23550	92944	696353
23551	92949	696356
23552	92952	696349
23553	92956	696342
23554	92959	696336
23555	92964	696337
23556	92968	696331
23557	92971	696325
23558	92975	696318
23559	92979	696312
23560	92983	696311
23561	92987	696312
23562	92991	696306
23563	92995	696299
23564	92999	696300
23565	93003	696297
23566	93008	696298
23567	93013	696299
23568	93016	696294
23569	93021	696293
23570	93025	696288
23571	93028	696280
23572	93032	696280
23573	93036	696275
23574	93040	696268
23575	93043	696261
23576	93048	696262
23577	93051	696254
23578	93055	696247
23579	93058	696240
23580	93063	696241
23581	93067	696235
23582	93070	696228
23583	93074	696221
23584	93077	696214
23585	93082	696214
23586	93085	696207
23587	93089	696200
23588	93092	696193
23589	93097	696193
23590	93102	696196
23591	93106	696197
23592	93110	696190
23593	93114	696190
23594	93118	696183
23595	93122	696178
23596	93125	696172
23597	93130	696171
23598	93133	696165
23599	93138	696163
23600	93141	696157
23601	93146	696156
23602	93149	696150
23603	93153	696145
23604	93157	696140
23605	93161	696141
23606	93165	696136
23607	93170	696135
23608	93173	696129
23609	93177	696123
23610	93181	696121
23611	93185	696114
23612	93188	696108
23613	93192	696099
23614	93196	696100
23615	93200	696095
23616	93204	696094
23617	93208	696089
23618	93212	696086
23619	93216	696081
23620	93220	696076
23621	93224	696072
23622	93228	696071
23623	93232	696065
23624	93235	696059
23625	93240	696060
23626	93245	696061
23627	93248	696055
23628	93252	696049
23629	93256	696044
23630	93260	696043
23631	93264	696038
23632	93268	696031
23633	93272	696031
23634	93276	696024
23635	93280	696023
23636	93284	696017
23637	93287	696011
23638	93291	696004
23639	93295	696002
23640	93299	695997
23641	93303	695994
23642	93307	695989
23643	93311	695987
23644	93315	695981
23645	93318	695976
23646	93322	695969
23647	93325	695962
23648	93330	695960
23649	93333	695954
23650	93338	695953
23651	93341	695948
23652	93346	695948
23653	93350	695941
23654	93353	695935
23655	93357	695929
23656	93361	695927
23657	93365	695921
23658	93369	695918
23659	93374	695925
23660	93379	695927
23661	93383	695920
23662	93386	695913
23663	93390	695907
23664	93394	695903
23665	93397	695897
23666	93401	695895
23667	93405	695887
23668	93409	695887
23669	93413	695882
23670	93417	695875
23671	93420	695868
23672	93424	695861
23673	93428	695861
23674	93432	695856
23675	93436	695854
23676	93440	695848
23677	93445	695849
23678	93449	695849
23679	93453	695846
23680	93457	695841
23681	93460	695834
23682	93464	695827
23683	93468	695820
23684	93472	695819
23685	93476	695816
23686	93479	695809
23687	93483	695802
23688	93487	695800
23689	93491	695796
23690	93495	695792
23691	93499	695787
23692	93504	695791
23693	93509	695794
23694	93513	695789
23695	93516	695784
23696	93521	695783
23697	93524	695776
23698	93528	695770
23699	93531	695763
23700	93536	695766
23701	93541	695764
23702	93545	695763
23703	93549	695758
23704	93553	695758
23705	93557	695752
23706	93560	695745
23707	93564	695741
23708	93569	695741
23709	93573	695739
23710	93577	695738
23711	93581	695732
23712	93585	695726
23713	93589	695727
23714	93593	695723
23715	93597	695717
23716	93600	695710
23717	93605	695709
23718	93608	695703
23719	93612	695697
23720	93616	695695
23721	93621	695694
23722	93624	695687
23723	93628	695680
23724	93631	695673
23725	93636	695672
23726	93639	695666
23727	93643	695659
23728	93647	695654
23729	93650	695647
23730	93655	695651
23731	93659	695645
23732	93663	695644
23733	93667	695637
23734	93671	695636
23735	93675	695631
23736	93679	695626
23737	93682	695620
23738	93687	695617
23739	93690	695610
23740	93694	695607
23741	93698	695602
23742	93702	695599
23743	93706	695592
23744	93709	695585
23745	93713	695580
23746	93716	695572
23747	93721	695572
23748	93724	695565
23749	93728	695563
23750	93733	695562
23751	93737	695564
23752	93742	695565
23753	93746	695561
23754	93750	695555
23755	93755	695561
23756	93760	695562
23757	93764	695564
23758	93770	695575
23759	93775	695574
23760	93780	695577
23761	93785	695581
23762	93789	695584
23763	93794	695585
23764	93799	695587
23765	93803	695588
23766	93808	695586
23767	93811	695580
23768	93815	695575
23769	93820	695576
23770	93824	695573
23771	93827	695566
23772	93831	695559
23773	93835	695558
23774	93839	695551
23775	93842	695544
23776	93846	695537
23777	93851	695541
23778	93855	695542
23779	93860	695543
23780	93865	695543
23781	93869	695544
23782	93873	695542
23783	93877	695536
23784	93881	695529
23785	93885	695529
23786	93890	695530
23787	93893	695524
23788	93897	695517
23789	93901	695516
23790	93905	695513
23791	93909	695507
23792	93913	695505
23793	93918	695506
23794	93922	695501
23795	93926	695499
23796	93930	695498
23797	93934	695495
23798	93938	695489
23799	93941	695482
23800	93945	695477
23801	93950	695475
23802	93953	695468
23803	93957	695463
23804	93960	695456
23805	93964	695450
23806	93969	695455
23807	93973	695453
23808	93977	695448
23809	93981	695441
23810	93986	695443
23811	93990	695445
23812	93995	695446
23813	94000	695454
23814	94004	695448
23815	94008	695441
23816	94011	695434
23817	94015	695432
23818	94019	695426
23819	94023	695419
23820	94026	695412
23821	94030	695405
23822	94034	695406
23823	94038	695400
23824	94041	695392
23825	94045	695386
23826	94049	695385
23827	94053	695381
23828	94057	695376
23829	94061	695372
23830	94066	695377
23831	94071	695380
23832	94076	695382
23833	94081	695384
23834	94086	695389
23835	94091	695393
23836	94096	695396
23837	94101	695401
23838	94104	695394
23839	94108	695387
23840	94112	695382
23841	94116	695381
23842	94120	695375
23843	94123	695368
23844	94127	695361
23845	94131	695361
23846	94135	695358
23847	94139	695352
23848	94143	695346
23849	94147	695342
23850	94151	695342
23851	94154	695334
23852	94158	695328
23853	94162	695321
23854	94167	695324
23855	94170	695319
23856	94174	695312
23857	94178	695306
23858	94182	695304
23859	94185	695298
23860	94189	695292
23861	94193	695288
23862	94198	695289
23863	94202	695287
23864	94206	695281
23865	94209	695275
23866	94213	695270
23867	94217	695268
23868	94221	695260
23869	94224	695252
23870	94228	695246
23871	94232	695247
23872	94236	695241
23873	94240	695234
23874	94243	695227
23875	94247	695225
23876	94251	695219
23877	94255	695212
23878	94258	695207
23879	94262	695200
23880	94267	695207
23881	94271	695200
23882	94274	695192
23883	94278	695184
23884	94282	695183
23885	94286	695178
23886	94289	695171
23887	94293	695164
23888	94297	695165
23889	94301	695159
23890	94306	695160
23891	94309	695154
23892	94313	695151
23893	94317	695144
23894	94321	695138
23895	94324	695133
23896	94328	695127
23897	94333	695130
23898	94337	695124
23899	94340	695117
23900	94344	695111
23901	94348	695111
23902	94352	695108
23903	94356	695102
23904	94360	695095
23905	94364	695096
23906	94368	695090
23907	94372	695084
23908	94375	695076
23909	94380	695077
23910	94383	695072
23911	94387	695066
23912	94390	695058
23913	94394	695051
23914	94398	695050
23915	94402	695044
23916	94406	695042
23917	94411	695045
23918	94416	695046
23919	94420	695047
23920	94424	695041
23921	94428	695034
23922	94433	695039
23923	94436	695033
23924	94440	695026
23925	94444	695020
23926	94449	695025
23927	94452	695018
23928	94456	695012
23929	94460	695006
23930	94464	695007
23931	94468	695001
23932	94472	694998
23933	94476	694993
23934	94480	694994
23935	94484	694989
23936	94488	694982
23937	94491	694974
23938	94496	694974
23939	94500	694976
23940	94505	694979
23941	94510	694981
23942	94515	694984
23943	94518	694977
23944	94523	694975
23945	94527	694971
23946	94531	694970
23947	94534	694963
23948	94539	694963
23949	94543	694962
23950	94549	694967
23951	94552	694963
23952	94556	694958
23953	94560	694954
23954	94565	694956
23955	94569	694950
23956	94572	694944
23957	94576	694938
23958	94580	694938
23959	94584	694932
23960	94588	694925
23961	94591	694919
23962	94596	694918
23963	94599	694912
23964	94603	694909
23965	94607	694905
23966	94611	694900
23967	94615	694897
23968	94619	694891
23969	94623	694885
23970	94626	694879
23971	94632	694885
23972	94637	694890
23973	94641	694887
23974	94646	694892
23975	94650	694886
23976	94653	694880
23977	94657	694873
23978	94661	694874
23979	94666	694871
23980	94670	694871
23981	94674	694865
23982	94678	694862
23983	94683	694864
23984	94687	694866
23985	94691	694861
23986	94696	694863
23987	94700	694857
23988	94704	694855
23989	94707	694849
23990	94712	694848
23991	94715	694842
23992	94719	694836
23993	94723	694831
23994	94727	694827
23995	94730	694821
23996	94734	694814
23997	94738	694808
23998	94741	694802
23999	94746	694801
24000	94750	694797
24001	94755	694800
24002	94758	694793
24003	94762	694791
24004	94766	694785
24005	94771	694789
24006	94775	694786
24007	94780	694787
24008	94784	694786
24009	94788	694779
24010	94791	694773
24011	94796	694772
24012	94799	694767
24013	94804	694766
24014	94808	694767
24015	94813	694769
24016	94819	694778
24017	94823	694773
24018	94826	694765
24019	94830	694758
24020	94833	694752
24021	94838	694753
24022	94842	694748
24023	94845	694742
24024	94849	694738
24025	94855	694745
24026	94858	694738
24027	94862	694732
24028	94866	694727
24029	94871	694730
24030	94874	694725
24031	94878	694720
24032	94882	694714
24033	94887	694716
24034	94890	694709
24035	94894	694703
24036	94897	694697
24037	94902	694695
24038	94906	694691
24039	94909	694686
24040	94914	694685
24041	94920	694694
24042	94923	694689
24043	94927	694682
24044	94930	694674
24045	94935	694674
24046	94939	694669
24047	94942	694664
24048	94946	694658
24049	94949	694650
24050	94954	694650
24051	94959	694653
24052	94963	694649
24053	94966	694640
24054	94970	694640
24055	94974	694635
24056	94978	694628
24057	94982	694623
24058	94986	694622
24059	94990	694615
24060	94994	694613
24061	94997	694607
24062	95002	694606
24063	95007	694608
24064	95011	694605
24065	95014	694599
24066	95019	694598
24067	95022	694591
24068	95026	694590
24069	95030	694583
24070	95034	694582
24071	95038	694577
24072	95042	694570
24073	95045	694564
24074	95049	694555
24075	95053	694557
24076	95058	694555
24077	95061	694550
24078	95065	694543
24079	95069	694542
24080	95073	694536
24081	95076	694529
24082	95080	694522
24083	95084	694520
24084	95088	694513
24085	95092	694508
24086	95096	694506
24087	95100	694504
24088	95104	694498
24089	95107	694491
24090	95111	694485
24091	95115	694479
24092	95119	694478
24093	95122	694471
24094	95126	694465
24095	95130	694459
24096	95134	694457
24097	95138	694451
24098	95142	694448
24099	95145	694442
24100	95150	694441
24101	95153	694435
24102	95157	694429
24103	95161	694422
24104	95164	694415
24105	95169	694421
24106	95174	694425
24107	95178	694419
24108	95182	694417
24109	95186	694413
24110	95190	694407
24111	95193	694400
24112	95197	694393
24113	95201	694391
24114	95205	694385
24115	95209	694379
24116	95212	694373
24117	95217	694374
24118	95221	694369
24119	95224	694363
24120	95228	694355
24121	95232	694354
24122	95236	694348
24123	95239	694342
24124	95243	694336
24125	95247	694331
24126	95252	694335
24127	95256	694330
24128	95259	694324
24129	95263	694320
24130	95268	694322
24131	95272	694317
24132	95276	694313
24133	95279	694306
24134	95284	694309
24135	95289	694311
24136	95292	694304
24137	95296	694297
24138	95301	694299
24139	95305	694293
24140	95308	694287
24141	95312	694280
24142	95316	694280
24143	95320	694276
24144	95324	694269
24145	95328	694266
24146	95332	694267
24147	95336	694261
24148	95340	694254
24149	95343	694247
24150	95348	694251
24151	95354	694259
24152	95357	694252
24153	95361	694246
24154	95365	694243
24155	95369	694238
24156	95372	694232
24157	95376	694226
24158	95380	694220
24159	95384	694217
24160	95388	694215
24161	95392	694209
24162	95395	694203
24163	95400	694203
24164	95403	694196
24165	95408	694193
24166	95412	694192
24167	95416	694193
24168	95420	694187
24169	95425	694187
24170	95428	694181
24171	95433	694182
24172	95437	694177
24173	95441	694172
24174	95444	694166
24175	95449	694167
24176	95454	694173
24177	95460	694183
24178	95466	694197
24179	95472	694201
24180	95477	694206
24181	95482	694211
24182	95487	694215
24183	95492	694218
24184	95497	694227
24185	95502	694227
24186	95506	694223
24187	95510	694217
24188	95514	694216
24189	95518	694209
24190	95521	694204
24191	95525	694198
24192	95529	694195
24193	95533	694189
24194	95536	694183
24195	95541	694183
24196	95545	694177
24197	95549	694177
24198	95553	694171
24199	95556	694165
24200	95560	694158
24201	95564	694158
24202	95568	694151
24203	95572	694145
24204	95575	694137
24205	95580	694139
24206	95583	694133
24207	95587	694126
24208	95591	694120
24209	95594	694113
24210	95599	694114
24211	95602	694107
24212	95606	694100
24213	95609	694094
24214	95614	694095
24215	95618	694089
24216	95622	694084
24217	95625	694077
24218	95629	694076
24219	95633	694069
24220	95637	694063
24221	95640	694056
24222	95644	694050
24223	95648	694048
24224	95652	694044
24225	95657	694049
24226	95661	694047
24227	95665	694041
24228	95668	694033
24229	95672	694027
24230	95676	694023
24231	95681	694024
24232	95684	694018
24233	95689	694019
24234	95693	694014
24235	95698	694020
24236	95702	694016
24237	95706	694011
24238	95710	694006
24239	95715	694013
24240	95720	694015
24241	95725	694017
24242	95730	694021
24243	95734	694017
24244	95737	694010
24245	95741	694003
24246	95745	694003
24247	95749	693997
24248	95752	693990
24249	95756	693982
24250	95760	693977
24251	95765	693983
24252	95769	693981
24253	95773	693976
24254	95777	693976
24255	95781	693972
24256	95785	693966
24257	95789	693960
24258	95793	693955
24259	95797	693953
24260	95800	693947
24261	95804	693940
24262	95808	693934
24263	95812	693935
24264	95816	693930
24265	95820	693924
24266	95824	693923
24267	95828	693922
24268	95832	693916
24269	95836	693909
24270	95839	693904
24271	95844	693902
24272	95847	693896
24273	95851	693893
24274	95856	693896
24275	95861	693900
24276	95865	693894
24277	95869	693888
24278	95872	693882
24279	95877	693881
24280	95880	693875
24281	95884	693869
24282	95888	693862
24283	95892	693860
24284	95896	693861
24285	95900	693855
24286	95904	693848
24287	95907	693842
24288	95912	693842
24289	95915	693836
24290	95919	693830
24291	95923	693824
24292	95927	693824
24293	95931	693819
24294	95935	693816
24295	95939	693811
24296	95943	693807
24297	95947	693803
24298	95952	693806
24299	95957	693809
24300	95961	693811
24301	95966	693814
24302	95970	693809
24303	95975	693812
24304	95979	693810
24305	95983	693803
24306	95986	693797
24307	95990	693792
24308	95995	693792
24309	95998	693785
24310	96002	693778
24311	96006	693774
24312	96011	693780
24313	96016	693781
24314	96020	693777
24315	96025	693780
24316	96029	693779
24317	96032	693771
24318	96036	693765
24319	96039	693758
24320	96044	693761
24321	96049	693759
24322	96053	693758
24323	96057	693752
24324	96061	693751
24325	96065	693745
24326	96068	693739
24327	96072	693733
24328	96076	693731
24329	96081	693733
24330	96086	693735
24331	96090	693737
24332	96095	693740
24333	96099	693734
24334	96103	693727
24335	96106	693722
24336	96111	693724
24337	96116	693727
24338	96121	693730
24339	96126	693734
24340	96130	693729
24341	96134	693726
24342	96138	693724
24343	96142	693718
24344	96145	693711
24345	96149	693705
24346	96154	693707
24347	96158	693707
24348	96163	693709
24349	96168	693714
24350	96172	693708
24351	96176	693705
24352	96180	693702
24353	96183	693693
24354	96188	693692
24355	96191	693687
24356	96195	693681
24357	96199	693674
24358	96203	693672
24359	96207	693666
24360	96211	693666
24361	96215	693659
24362	96219	693658
24363	96223	693652
24364	96227	693649
24365	96231	693646
24366	96235	693645
24367	96239	693641
24368	96244	693643
24369	96249	693646
24370	96254	693652
24371	96258	693646
24372	96261	693639
24373	96265	693633
24374	96269	693632
24375	96273	693626
24376	96276	693618
24377	96280	693611
24378	96284	693611
24379	96289	693608
24380	96292	693604
24381	96296	693596
24382	96299	693590
24383	96304	693589
24384	96308	693584
24385	96311	693579
24386	96315	693572
24387	96320	693574
24388	96323	693568
24389	96327	693561
24390	96331	693556
24391	96335	693556
24392	96339	693548
24393	96342	693541
24394	96346	693534
24395	96350	693532
24396	96355	693533
24397	96358	693526
24398	96361	693518
24399	96365	693513
24400	96370	693512
24401	96373	693506
24402	96377	693498
24403	96380	693491
24404	96385	693494
24405	96389	693489
24406	96393	693486
24407	96398	693488
24408	96402	693487
24409	96406	693480
24410	96409	693474
24411	96413	693466
24412	96417	693468
24413	96422	693468
24414	96427	693469
24415	96432	693472
24416	96436	693472
24417	96440	693465
24418	96443	693461
24419	96448	693458
24420	96453	693462
24421	96457	693458
24422	96461	693454
24423	96466	693460
24424	96470	693457
24425	96474	693455
24426	96479	693457
24427	96484	693462
24428	96488	693457
24429	96492	693451
24430	96495	693446
24431	96500	693445
24432	96503	693439
24433	96507	693433
24434	96511	693428
24435	96516	693429
24436	96520	693431
24437	96524	693425
24438	96528	693419
24439	96532	693421
24440	96536	693416
24441	96540	693410
24442	96544	693404
24443	96547	693398
24444	96552	693399
24445	96556	693394
24446	96559	693389
24447	96563	693384
24448	96568	693384
24449	96571	693377
24450	96575	693372
24451	96579	693367
24452	96583	693364
24453	96587	693359
24454	96590	693352
24455	96595	693353
24456	96599	693351
24457	96603	693346
24458	96607	693340
24459	96610	693335
24460	96615	693334
24461	96618	693328
24462	96622	693322
24463	96626	693320
24464	96630	693316
24465	96635	693315
24466	96638	693309
24467	96642	693303
24468	96646	693296
24469	96650	693294
24470	96653	693289
24471	96658	693288
24472	96663	693295
24473	96668	693294
24474	96672	693292
24475	96676	693288
24476	96679	693281
24477	96684	693280
24478	96688	693275
24479	96691	693270
24480	96695	693264
24481	96699	693261
24482	96703	693255
24483	96707	693253
24484	96711	693246
24485	96715	693245
24486	96719	693239
24487	96722	693233
24488	96726	693227
24489	96730	693221
24490	96734	693220
24491	96738	693219
24492	96742	693215
24493	96746	693208
24494	96750	693209
24495	96754	693205
24496	96758	693199
24497	96762	693193
24498	96766	693193
24499	96770	693185
24500	96773	693181
24501	96777	693174
24502	96782	693179
24503	96786	693173
24504	96789	693166
24505	96793	693159
24506	96797	693157
24507	96801	693151
24508	96805	693146
24509	96808	693141
24510	96812	693136
24511	96817	693136
24512	96820	693131
24513	96825	693129
24514	96828	693123
24515	96833	693123
24516	96836	693116
24517	96840	693111
24518	96844	693104
24519	96848	693103
24520	96852	693097
24521	96856	693095
24522	96860	693089
24523	96864	693089
24524	96868	693084
24525	96872	693079
24526	96875	693073
24527	96880	693070
24528	96883	693064
24529	96887	693057
24530	96890	693051
24531	96894	693045
24532	96899	693048
24533	96902	693041
24534	96906	693035
24535	96910	693030
24536	96914	693030
24537	96918	693024
24538	96922	693018
24539	96925	693012
24540	96930	693014
24541	96934	693008
24542	96938	693008
24543	96942	693002
24544	96946	693000
24545	96950	692996
24546	96954	692991
24547	96958	692986
24548	96963	692988
24549	96966	692983
24550	96970	692977
24551	96974	692971
24552	96977	692965
24553	96982	692969
24554	96986	692963
24555	96990	692958
24556	96994	692952
24557	96998	692950
24558	97002	692945
24559	97005	692939
24560	97009	692933
24561	97014	692940
24562	97018	692934
24563	97022	692928
24564	97025	692922
24565	97030	692922
24566	97034	692916
24567	97037	692910
24568	97041	692903
24569	97045	692900
24570	97048	692894
24571	97052	692888
24572	97056	692883
24573	97060	692883
24574	97065	692882
24575	97069	692877
24576	97072	692871
24577	97076	692867
24578	97081	692867
24579	97084	692861
24580	97088	692855
24581	97092	692850
24582	97096	692849
24583	97100	692844
24584	97104	692843
24585	97108	692838
24586	97112	692836
24587	97116	692831
24588	97120	692825
24589	97123	692817
24590	97128	692816
24591	97131	692810
24592	97135	692807
24593	97139	692801
24594	97143	692795
24595	97147	692794
24596	97151	692790
24597	97155	692784
24598	97158	692777
24599	97162	692775
24600	97166	692769
24601	97170	692768
24602	97174	692762
24603	97178	692759
24604	97182	692754
24605	97186	692749
24606	97190	692743
24607	97194	692743
24608	97198	692737
24609	97202	692734
24610	97206	692729
24611	97209	692723
24612	97213	692721
24613	97217	692716
24614	97221	692710
24615	97225	692705
24616	97229	692703
24617	97233	692697
24618	97236	692691
24619	97240	692685
24620	97244	692683
24621	97248	692678
24622	97252	692677
24623	97256	692672
24624	97260	692670
24625	97264	692665
24626	97268	692658
24627	97271	692652
24628	97275	692646
24629	97279	692646
24630	97283	692641
24631	97288	692643
24632	97292	692637
24633	97296	692637
24634	97300	692630
24635	97303	692624
24636	97307	692618
24637	97311	692616
24638	97315	692610
24639	97319	692604
24640	97322	692598
24641	97327	692601
24642	97333	692607
24643	97336	692601
24644	97340	692596
24645	97344	692595
24646	97348	692588
24647	97352	692583
24648	97355	692576
24649	97359	692574
24650	97363	692569
24651	97367	692566
24652	97371	692561
24653	97375	692559
24654	97379	692555
24655	97383	692549
24656	97387	692543
24657	97390	692537
24658	97395	692536
24659	97398	692530
24660	97402	692524
24661	97405	692517
24662	97410	692518
24663	97414	692513
24664	97417	692507
24665	97421	692501
24666	97426	692501
24667	97430	692497
24668	97433	692492
24669	97437	692486
24670	97441	692480
24671	97446	692483
24672	97450	692478
24673	97453	692472
24674	97457	692467
24675	97461	692466
24676	97465	692459
24677	97468	692453
24678	97472	692446
24679	97476	692443
24680	97480	692438
24681	97484	692434
24682	97488	692429
24683	97491	692423
24684	97495	692418
24685	97499	692410
24686	97503	692409
24687	97506	692402
24688	97510	692396
24689	97514	692390
24690	97518	692391
24691	97522	692387
24692	97526	692381
24693	97530	692374
24694	97534	692372
24695	97537	692365
24696	97541	692359
24697	97545	692353
24698	97548	692348
24699	97553	692351
24700	97557	692345
24701	97561	692339
24702	97564	692331
24703	97568	692331
24704	97572	692325
24705	97576	692320
24706	97579	692313
24707	97584	692311
24708	97587	692305
24709	97591	692298
24710	97596	692299
24711	97600	692298
24712	97604	692293
24713	97607	692286
24714	97611	692280
24715	97615	692275
24716	97619	692274
24717	97623	692267
24718	97627	692266
24719	97631	692259
24720	97635	692257
24721	97638	692251
24722	97642	692246
24723	97646	692239
24724	97650	692239
24725	97654	692233
24726	97657	692226
24727	97661	692219
24728	97664	692213
24729	97670	692218
24730	97673	692212
24731	97677	692206
24732	97681	692200
24733	97685	692200
24734	97689	692194
24735	97693	692189
24736	97696	692183
24737	97701	692185
24738	97705	692179
24739	97708	692173
24740	97712	692168
24741	97716	692165
24742	97720	692158
24743	97724	692153
24744	97728	692148
24745	97731	692143
24746	97735	692141
24747	97740	692138
24748	97743	692133
24749	97747	692127
24750	97751	692126
24751	97755	692121
24752	97759	692116
24753	97763	692109
24754	97767	692107
24755	97770	692102
24756	97774	692095
24757	97778	692088
24758	97782	692087
24759	97786	692086
24760	97790	692079
24761	97793	692071
